movieId,total_count,mean_rating
136,102,3.54901960784314
137,226,3.2853982300885
138,137,3.28467153284672
139,41,3.07317073170732
140,5073,3.29381036861817
141,22020,3.5122161671208
142,41,3.0609756097561
143,14,2.14285714285714
144,4505,3.47713651498335
145,11975,3.25077244258873
146,580,2.91206896551724
147,4118,3.58292860611948
148,357,2.88935574229692
149,1091,3.69431714023831
150,47777,3.86859786089541
151,12616,3.53903772986684
152,651,3.10445468509985
153,32867,2.89472723400371
154,3010,3.80199335548173
155,1276,3.40791536050157
156,1663,3.52796151533373
157,2596,2.7846687211094
158,12625,2.932
159,2366,3.41694843617921
160,14965,2.60474440360842
161,23628,3.74420179448112
162,5995,4.00992493744787
163,14321,3.44539487465959
164,4435,3.46358511837655
165,33940,3.48902474955804
166,650,2.78769230769231
167,79,3.16455696202532
168,12084,3.08469877523999
169,3358,2.28365098272781
170,7875,3.1975873015873
171,1427,3.60301331464611
172,12706,2.73260664253109
173,14993,2.53828453278196
174,2124,2.45597928436912
175,4801,3.50760258279525
176,2363,3.8546339399069
177,2314,2.88591184096802
178,500,3.388
179,1229,2.75061025223759
180,8400,3.5872619047619
181,2655,1.92900188323917
182,697,3.09182209469154
183,614,3.36482084690554
184,328,3.10365853658537
185,24618,3.11042732959623
186,11222,2.89173052931741
187,943,3.45121951219512
188,2498,3.34247397918335
189,336,3.0014880952381
190,960,3.56614583333333
191,1664,2.67608173076923
192,81,3.02469135802469
193,7464,2.23405680600214
194,5937,3.84967155128853
195,3242,3.08945095619988
196,13628,2.85027149985324
197,110,3.06818181818182
198,9143,3.41709504538992
199,1516,3.78364116094987
200,339,2.83628318584071
201,365,3.02739726027397
202,389,2.98329048843188
203,5429,3.14744888561429
204,8335,2.94913017396521
205,1355,3.51586715867159
206,1038,3.47832369942197
207,5414,3.37153675655707
208,27775,2.85209720972097
209,745,2.83557046979866
210,482,2.88900414937759
211,579,3.59585492227979
212,447,2.57829977628635
213,1872,4.03846153846154
214,942,4.04723991507431
215,5348,3.83891174270755
216,8547,3.26020826020826
217,1014,2.73027613412229
218,4248,3.29343220338983
219,633,3.62480252764613
220,275,2.40181818181818
222,5968,3.53719839142091
223,23695,3.8695505380882
224,8581,3.44458687798625
225,12662,3.28830358553151
226,43,2.83720930232558
227,4640,3.06875
228,475,2.68736842105263
229,2428,3.56280889621087
230,7284,3.59115870400879
231,32085,2.95247000155836
232,6150,4.03560975609756
233,3478,3.52372052903968
234,3269,2.67971856836953
235,16419,3.66365186673975
236,12215,3.31534997953336
237,6422,3.22454064154469
238,834,3.16906474820144
239,3178,3.0547514159849
240,837,2.90979689366786
241,562,3.03202846975089
242,1076,3.38661710037175
243,439,2.53075170842825
244,285,2.38070175438596
245,255,2.97647058823529
246,10432,4.04289685582822
247,7681,3.8404504621794
248,3161,3.02562480227776
249,4950,3.68212121212121
250,892,2.98542600896861
251,388,3.05025773195876
252,10074,3.2227020051618
253,27568,3.49664466047591
254,629,2.89348171701113
255,1081,2.28769657724329
256,9890,2.72821031344793
257,3811,3.41288375754395
258,1710,2.64678362573099
259,1996,3.07565130260521
260,54502,4.19067190194855
261,10367,3.62891868428668
262,4217,3.77602561062367
263,395,3.73164556962025
264,159,3.34591194968553
265,11975,3.92726513569937
266,16171,3.49625873477212
267,3792,2.87842827004219
268,728,3.30700549450549
269,600,3.4775
270,1315,3.17376425855513
271,1257,3.33054892601432
272,7871,3.75174691907
273,7424,3.13503502155172
274,1181,2.87129551227773
275,1564,2.7247442455243
276,5459,2.98626122000366
277,9140,3.42335886214442
278,1157,3.02160760587727
279,936,3.69978632478632
280,5104,3.7257053291536
281,3936,3.67047764227642
282,11249,3.42097075295582
283,232,3.07974137931034
284,36,2.88888888888889
285,86,2.33139534883721
286,109,2.04128440366972
287,329,3.24468085106383
288,23610,3.23034731046167
289,3192,3.34602130325815
290,4042,3.99529935675408
291,656,2.27667682926829
292,26246,3.41436790368056
293,25804,4.05057355448768
294,851,3.17626321974148
295,469,2.79744136460554
296,67310,4.17423116921706
297,266,3.11466165413534
298,244,3.50409836065574
299,2626,3.72886519421173
300,20601,3.66669093733314
301,469,3.52771855010661
302,1564,3.75
303,6945,3.04017278617711
304,724,3.19889502762431
305,3429,2.70603674540682
306,7252,4.08956150027579
307,6676,3.9931845416417
308,5170,3.91324951644101
309,459,3.63616557734205
310,245,2.76734693877551
311,81,2.66049382716049
312,1325,2.62037735849057
313,1173,3.02387041773231
314,4124,3.84905431619787
315,11164,2.90205123611609
316,31799,3.35422497562816
317,16183,3.14607921893345
318,63366,4.44699049963703
319,7180,3.78447075208914
320,319,3.24921630094044
321,922,3.7619305856833
322,2986,3.6972538513061
324,469,3.6865671641791
325,1036,2.64623552123552
326,1333,4.08102025506377
327,7159,2.80632769939936
328,2427,3.15306963329213
329,26404,3.32962808665354
330,1536,2.80826822916667
331,559,3.28533094812165
332,2085,2.76091127098321
333,10962,3.34847655537311
334,1638,3.81929181929182
335,397,3.2632241813602
336,295,2.85084745762712
337,17881,3.75583021083832
338,4652,2.99473344797936
339,23214,3.50034461962609
340,1467,3.37525562372188
341,400,3.59375
342,11690,3.50996578272027
343,934,2.64614561027837
344,38226,2.98234186156019
345,10312,3.64958301008534
346,1129,3.42914083259522
347,1542,3.4121271076524
348,8038,3.70073401343618
349,29571,3.66030908660512
350,15833,3.46740984020716
351,3667,3.30474502317971
352,1343,3.25986597170514
353,16524,3.51358629871702
354,1237,3.15763945028294
355,9939,2.43349431532347
356,66172,4.02900018134558
357,27699,3.65110653814217
358,2273,3.24945006599208
359,277,3.29241877256318
360,2101,2.73369823893384
361,4993,3.33807330262367
362,7629,3.39716869838773
363,643,3.99377916018663
364,38991,3.77909004642097
365,1825,3.17698630136986
366,2628,2.9562404870624
367,34384,3.17471789204281
368,17062,3.41073731098347
369,1120,3.31517857142857
370,14261,2.95550802888998
371,4313,3.25863667980524
372,8010,3.25205992509363
373,3527,3.78196767791324
374,4965,2.42477341389728
375,254,3.27165354330709
376,11294,3.28160970426775
377,41562,3.49320292574948
378,2342,3.12702818104184
379,5470,2.7235831809872
380,43159,3.49114900715957
381,4925,3.40426395939086
382,5419,3.03561542720059
383,5025,3.19532338308458
384,771,2.97600518806744
385,128,3.5703125
386,357,2.81932773109244
387,701,2.66619115549215
388,551,3.55444646098004
389,201,3.48756218905473
390,814,3.43058968058968
391,427,3.15807962529274
392,275,3.31272727272727
393,2041,1.8672219500245
394,132,3.33333333333333
395,13,3.07692307692308
396,26,2.5
397,92,2.18478260869565
398,51,3.38235294117647
399,10,2.25
400,28,2.51785714285714
401,19,3.23684210526316
402,60,2.925
403,13,1.84615384615385
404,81,3.2962962962963
405,3554,2.45005627462015
406,66,3.08333333333333
407,1800,3.145
408,652,3.23849693251534
409,431,3.02320185614849
410,18618,2.99207755935117
411,113,2.77433628318584
412,4521,3.56823711568237
413,6105,2.7982800982801
414,865,2.62369942196532
415,3217,2.81970780230028
416,1774,2.7054678692221
417,3301,3.51620720993638
418,685,2.70583941605839
419,4542,2.4929546455306
420,14934,2.74986607740726
421,1748,3.308352402746
422,1412,3.24114730878187
423,2304,3.00802951388889
424,742,2.71428571428571
425,882,3.47959183673469
426,3314,3.11345805672903
427,3407,2.54109186968007
428,4919,3.8195771498272
429,1483,2.36041807147674
430,252,2.32738095238095
431,8946,3.69505924435502
432,12819,2.7354707855527
433,1242,2.92391304347826
434,24940,3.05733761026464
435,13911,2.59355905398605
436,1239,2.60734463276836
437,1835,2.61607629427793
438,1054,2.71204933586338
439,53,2.56603773584906
440,19297,3.60397989324766
441,8035,3.68525202240199
442,18307,3.04361719560824
443,587,3.34838160136286
444,1299,2.42263279445727
445,1893,2.8864236661384
446,3752,3.89378997867804
447,223,2.5067264573991
448,3013,3.56123464985065
449,684,3.47368421052632
450,2967,3.3597910347152
451,636,3.06367924528302
452,1204,3.56021594684385
453,931,3.11063372717508
454,25689,3.4953871306785
455,8453,2.6234472968177
456,931,3.84156820622986
457,49581,3.98569008289466
458,1054,3.16129032258065
459,1103,2.77107887579329
460,913,2.43428258488499
461,904,3.34568584070796
462,203,2.61576354679803
463,410,2.8
464,3149,2.92315020641473
465,723,3.26763485477178
466,13521,2.91450336513571
467,741,3.38326585695007
468,7347,3.31829318089016
469,1279,3.2728694292416
470,463,2.13930885529158
471,11268,3.66418175363862
472,731,2.88919288645691
473,1364,2.30718475073314
474,18836,3.73250690167764
475,9083,3.92530001100958
476,229,3.01528384279476
477,4534,3.54929422143802
478,277,2.42779783393502
479,1230,2.92073170731707
480,59715,3.66474085238215
481,5360,3.33376865671642
482,2716,3.43170103092783
483,587,3.79045996592845
484,704,2.80042613636364
485,13577,2.77874346320984
486,602,2.68023255813953
487,615,2.61951219512195
488,532,3.40789473684211
489,3032,2.7686345646438
490,3210,3.35529595015576
491,5457,3.41442184350376
492,3116,3.65243902439024
493,3699,3.61354420113544
494,12190,3.36144380639869
495,653,3.45022970903522
496,413,3.28934624697337
497,14214,3.89418882791614
498,378,2.80291005291005
499,404,2.76361386138614
500,34392,3.38626715515236
501,1897,3.83131259884027
502,3642,2.28404722679846
503,140,3.1
504,1136,2.97183098591549
505,1293,2.53789636504254
506,1343,3.48622486969471
507,3233,3.51051654809774
508,19489,3.81499820411514
509,17068,3.6899460979611
510,879,2.74288964732651
511,1665,3.14714714714715
512,1239,2.91888619854722
513,572,2.93618881118881
514,4681,3.45973082674642
515,10661,3.90502767095019
516,3431,3.08816671524337
517,3450,3.13376811594203
518,1222,2.6943535188216
519,4812,2.19690357439734
520,14439,3.04016898677194
521,2185,3.32654462242563
522,1264,3.55379746835443
523,926,3.65010799136069
524,7630,3.53813892529489
525,172,3.38081395348837
526,130,3.18076923076923
527,50054,4.31017501098813
528,913,2.78751369112815
529,10952,3.85075785244704
530,32,3.109375
531,7459,3.539080305671
532,5968,3.05713806970509
533,3865,2.93311772315653
534,4869,3.89340727048675
535,5576,3.77788737446198
536,742,3.27964959568733
537,3431,3.16146895948703
538,5101,3.71044893158204
539,28805,3.51841694150321
540,4943,2.71677119158406
541,30526,4.13370569350717
542,3491,2.86436551131481
543,12348,3.2363540654357
544,2168,2.92781365313653
545,50,2.58
546,5554,2.08039250990277
547,807,2.81908302354399
548,2843,2.91399929651776
549,1450,3.89137931034483
550,3373,3.08197450340943
551,20509,3.7318494319567
552,12901,3.21630106193318
553,15157,3.69749950517913
554,516,3.06976744186047
555,15360,3.80836588541667
556,1219,3.97579983593109
558,1428,2.76260504201681
559,47,2.8936170212766
560,39,3.06410256410256
561,223,3.46860986547085
562,6197,3.78538002259158
563,342,3.42836257309942
564,328,2.34451219512195
565,687,3.18558951965066
566,150,2.79333333333333
567,360,3.34027777777778
568,389,3.57712082262211
569,1673,2.94351464435146
570,220,3.47272727272727
571,203,3.61576354679803
572,35,2.71428571428571
573,205,3.43658536585366
574,1390,3.30827338129496
575,2553,2.99392871132002
576,25,2.48
577,616,2.83035714285714
579,38,2.97368421052632
580,569,3.07644991212654
581,1883,3.99017525225704
582,131,3.37786259541985
583,251,3.50996015936255
584,27,3.03703703703704
585,9713,2.66215381447545
586,28348,3.08665514321998
587,29488,3.44385851871948
588,41842,3.68087089527269
589,52244,3.9319539085828
590,44208,3.72846543612016
591,30,2.01666666666667
592,46054,3.40236461545143
593,63299,4.17705650958151
594,17766,3.61049195091748
595,35138,3.67330240764984
596,12782,3.49968705992802
597,33900,3.42042772861357
598,135,3.57407407407407
599,3174,4.00472589792061
600,305,3.0
601,113,3.39823008849558
602,340,4.01029411764706
603,601,2.96838602329451
604,6,1.91666666666667
605,3396,3.29534746760895
606,1514,2.57298546895641
607,18,2.58333333333333
608,43272,4.11235903124422
609,2430,3.00205761316872
610,7845,3.37973231357553
611,1767,2.51273344651952
612,1609,2.71690490988191
613,2430,3.6283950617284
614,163,3.12883435582822
615,637,3.8563579277865
616,7892,3.37626710593006
617,524,3.60209923664122
618,360,2.76527777777778
619,714,2.59663865546218
620,35,3.41428571428571
621,330,3.60757575757576
623,35,3.08571428571429
624,47,2.67021276595745
625,25,3.26
626,631,2.87876386687797
627,1833,3.54773595199127
628,11169,3.75852806876175
629,24,3.10416666666667
630,223,3.33408071748879
631,2193,2.72731418148655
632,342,3.91812865497076
633,336,3.3735119047619
634,334,2.32035928143713
635,1100,3.64545454545455
636,35,2.9
637,5791,2.838456225177
638,581,3.28485370051635
639,1147,2.92240627724499
640,3136,2.97050382653061
641,80,2.4625
642,11,1.95454545454545
643,23,2.21739130434783
644,14,2.14285714285714
645,302,3.62582781456954
647,7893,3.54941087039149
648,37127,3.38859859401514
649,137,3.73722627737226
650,1368,3.4656432748538
651,44,2.54545454545455
652,76,3.03289473684211
653,14192,3.21684751972942
654,17,2.79411764705882
655,18,2.22222222222222
656,1198,2.89232053422371
657,36,2.51388888888889
658,49,3.0
659,433,3.6986143187067
660,120,3.025
661,10228,3.31491982792335
662,2792,3.24803008595989
663,3327,3.36143672978659
664,322,3.05124223602484
665,1148,3.9647212543554
666,164,3.46951219512195
667,1061,2.53817153628652
668,761,4.13994743758213
670,765,4.12483660130719
671,6361,3.67693758842949
672,27,2.48148148148148
673,9917,2.71342139760008
674,3286,2.96987218502739
675,28,2.14285714285714
676,28,2.55357142857143
678,2677,4.093388121031
679,97,3.36082474226804
680,1108,3.55776173285199
681,334,3.58083832335329
682,64,3.1953125
683,35,2.67142857142857
684,21,2.54761904761905
685,536,3.53451492537313
687,100,2.995
688,2963,2.59989875126561
690,82,3.31707317073171
691,1172,3.05546075085324
692,920,2.3445652173913
693,27,2.96296296296296
694,2759,3.00434940195723
695,848,3.18455188679245
696,117,3.17521367521368
697,1142,2.78546409807356
698,148,2.78716216216216
699,17,2.20588235294118
700,1245,3.25903614457831
701,97,3.1701030927835
702,371,3.75471698113208
703,357,2.87394957983193
704,1784,2.82987668161435
705,430,3.50813953488372
706,251,3.13545816733068
707,4627,3.07142857142857
708,15263,3.40503177619079
709,2597,3.28552175587216
710,1249,2.74139311449159
711,2120,2.65400943396226
712,181,3.50828729281768
713,135,3.46296296296296
714,3307,3.90474750529181
715,614,3.56270358306189
716,301,2.95348837209302
717,90,3.22222222222222
718,903,3.43355481727575
719,7664,2.96920668058455
720,8171,4.10947252478277
721,18,3.0
722,353,3.61614730878187
723,33,3.06060606060606
724,8538,3.06968845162802
725,1563,2.80550223928343
726,536,3.14179104477612
727,25,3.18
728,3545,3.8163610719323
729,103,3.40291262135922
730,70,3
731,854,2.92622950819672
732,234,2.80555555555556
733,31353,3.67953624852486
734,59,2.58474576271186
735,1122,3.50623885918004
736,32446,3.1962491524379
737,4519,2.12237220624032
738,24,3.125
739,12,2.04166666666667
741,7072,3.94464083710407
742,1859,2.73534158149543
743,6112,2.73813808900524
744,37,2.97297297297297
745,12073,4.16731549739087
746,312,3.77564102564103
747,1084,2.33256457564576
748,5279,3.1709604091684
749,42,2.71428571428571
750,23220,4.24728682170543
751,156,3.5224358974359
752,41,2.82926829268293
753,520,3.29423076923077
754,361,2.9196675900277
755,152,3.37828947368421
756,113,3.18141592920354
757,216,3.65509259259259
758,25,2.96
759,376,3.85904255319149
760,895,3.66256983240223
761,3711,2.82268930207491
762,9526,2.40972076422423
763,55,3.02727272727273
764,579,3.36787564766839
765,4812,3.04727763923525
766,1801,3.45308162132149
767,304,3.54276315789474
768,34,3.0
769,137,3.56934306569343
770,27,2.55555555555556
771,155,3.36129032258065
772,34,2.89705882352941
773,36,3.29166666666667
774,35,2.67142857142857
775,138,2.90579710144928
776,47,2
777,29,2.8448275862069
778,23589,4.01123404976896
779,520,2.84711538461538
780,47048,3.37096157116137
781,1988,3.42530181086519
782,2748,2.877365356623
783,10389,3.25483684666474
784,14379,2.70276097086028
785,10746,3.28522240833799
786,16135,3.14821815928107
787,89,3.75842696629213
788,18799,2.88270652694292
789,47,3.03191489361702
790,105,3.50952380952381
791,113,3.61504424778761
792,48,2.97916666666667
793,118,3.22881355932203
794,102,3.36764705882353
795,106,3.20283018867925
796,42,2.94047619047619
797,114,3.3640350877193
798,3056,2.82395287958115
799,6151,3.37245976264022
800,7196,4.07490272373541
801,1630,3.0180981595092
802,12539,3.49050961001675
803,587,3.57155025553663
804,2236,3.08407871198569
805,11684,3.70279869907566
806,563,3.15985790408526
807,208,3.25480769230769
808,820,3.225
809,1387,2.87346791636626
810,1882,1.82757704569607
812,35,2.41428571428571
813,453,2.76048565121413
814,11,3.13636363636364
815,28,2.01785714285714
816,73,3.20547945205479
818,2847,2.6259220231823
819,57,3.43859649122807
820,60,2.78333333333333
821,47,2.98936170212766
822,35,3
823,96,3.3125
824,401,3.81296758104738
825,21,2.66666666666667
826,24,2.25
827,160,3.134375
828,1498,3.16889185580774
829,1821,2.67655134541461
830,6585,3.09035687167806
831,221,3.5316742081448
832,14347,3.45793545688994
833,1427,2.7259985984583
834,203,2.64532019704433
835,947,3.17687434002112
836,4860,2.90771604938272
837,5294,3.43067623724972
838,7938,3.79610733182162
839,3984,2.73217871485944
840,667,2.7023988005997
841,459,3.68845315904139
842,2014,2.76688182720953
843,58,3.32758620689655
844,169,3.74260355029586
845,72,3.41666666666667
846,405,3.49382716049383
847,114,2.84649122807018
848,2062,3.66973811833172
849,8026,2.73280588088712
850,255,3.53137254901961
851,1617,3.50278293135436
852,10547,3.18829999051863
853,112,3.28125
854,210,3.68809523809524
855,35,2.81428571428571
856,58,3.38793103448276
857,45,3.25555555555556
858,41355,4.36473219683231
859,15,2
860,362,3.52762430939227
861,2527,3.45092995647012
862,362,3.61187845303867
864,85,3.30588235294118
865,100,3.31
866,6230,3.73250401284109
867,335,2.34925373134328
868,87,3.14367816091954
869,568,3.09507042253521
870,465,2.24408602150538
871,60,3.225
872,61,3.47540983606557
873,41,2.96341463414634
874,73,3.07534246575342
875,524,3.4236641221374
876,300,2.675
877,167,3.20059880239521
878,28,2.78571428571429
879,2200,2.82386363636364
880,5420,2.47785977859779
881,1107,2.84823848238482
882,820,3.00243902439024
884,54,3.31481481481481
885,633,2.6650868878357
886,1658,3.08021712907117
887,37,2.87837837837838
888,720,2.30902777777778
889,119,3.40336134453782
890,29,2.98275862068966
891,1988,2.59255533199195
892,1370,3.72810218978102
893,584,3.66181506849315
894,28,2.625
895,61,2.95901639344262
896,490,3.68163265306122
897,885,3.65706214689266
898,6583,4.17142640133678
899,10219,4.08087875525981
900,3033,3.80679195515991
901,1546,3.61772315653299
902,9499,3.85356353300347
903,14094,4.14800624379168
904,17449,4.27133360077941
905,4184,4.17005258126195
906,2057,4.03403014098201
907,898,3.9304008908686
908,15627,4.23353810712229
909,5125,4.04614634146341
910,10922,4.08267716535433
911,4062,4.06991629739045
912,24349,4.25832683067066
913,12144,4.18721179183136
914,9707,3.91124961368085
915,5029,3.90753628952078
916,5961,4.08186545881563
917,1118,3.61180679785331
918,1820,3.73791208791209
919,23445,3.98168052889742
920,14396,3.82186023895527
921,2442,3.78603603603604
922,6525,4.25693486590038
923,17774,4.13044334421064
924,25253,3.95574783194076
925,94,3.51063829787234
926,4826,4.20410277662661
927,880,3.96136363636364
928,4652,4.11597162510748
929,942,3.85562632696391
930,4932,4.1977899432279
931,2268,3.91446208112875
932,2122,3.82681432610745
933,4699,4.02915513939136
934,3970,3.4639798488665
935,628,3.76433121019108
936,1410,4.01028368794326
937,493,3.67951318458418
938,1724,3.61165893271462
939,103,3.30097087378641
940,3876,3.89563983488132
941,955,3.58010471204188
942,2641,4.11132146914048
943,1710,3.8093567251462
944,1084,3.82287822878229
945,2120,4.05801886792453
946,1391,3.96225736879942
947,1739,4.0681426106958
948,1683,3.74301841948901
949,2157,3.92350486787204
950,3358,4.184187016081
951,3902,4.15299846232701
952,2482,3.48529411764706
953,14084,4.06429281454132
954,5712,4.03265056022409
955,4427,4.06110232663203
956,363,3.48484848484848
957,234,3.23290598290598
958,94,3.16489361702128
959,393,3.71882951653944
960,164,3.50914634146341
961,252,3.35912698412698
962,105,3.39047619047619
963,544,3.56709558823529
964,341,3.41055718475073
965,3624,4.00331125827815
966,124,3.50806451612903
967,156,2.78846153846154
968,8029,3.63382737576286
969,10526,4.1015580467414
970,389,3.53598971722365
971,2874,3.94850382741823
972,117,3.14529914529915
973,942,3.85350318471338
974,136,3.40441176470588
975,24,2.89583333333333
976,437,3.53432494279176
977,10,2.0
979,41,3.15853658536585
980,117,3.05128205128205
981,211,2.62085308056872
982,588,3.65731292517007
983,20,2.65
984,238,2.70588235294118
985,58,3.39655172413793
986,2780,3.52553956834532
987,281,3.20284697508897
988,532,3.35714285714286
989,72,3.40972222222222
990,909,2.73267326732673
991,2500,3.557
992,262,2.7118320610687
993,239,3.49581589958159
994,5299,4.0121721079449
996,3276,2.99786324786325
997,222,3.57432432432432
998,791,3.20037926675095
999,3142,3.28898790579249
1000,203,3.10591133004926
1001,35,2.7
1002,145,3.53103448275862
1003,1615,3.13962848297214
1004,1569,2.68929254302103
1005,2022,2.4515331355094
1006,1512,3.24140211640212
1007,1808,2.9375
1008,788,3.32741116751269
1009,2604,3.13767281105991
1010,2559,3.07444314185229
1011,1543,2.74335709656513
1012,3427,3.56127808578932
1013,4344,3.41632136279926
1014,1602,3.36828963795256
1015,3501,3.2564981433876
1016,1460,3.12294520547945
1017,3254,3.509987707437
1018,1216,3.07606907894737
1019,6215,3.5478680611424
1020,6597,3.2376837956647
1021,3503,2.83157293748216
1022,8954,3.5804109895019
1023,3234,3.7595856524428
1024,1085,3.18387096774194
1025,5428,3.55655858511422
1026,119,3.19327731092437
1027,7695,3.27641325536062
1028,14096,3.73240635641317
1029,8951,3.4932409786616
1030,3234,3.08364254792826
1031,4227,3.32954814289094
1032,7842,3.63013261922979
1033,3982,3.42805123053742
1034,1502,3.5392809587217
1035,14049,3.80443447932237
1036,30399,3.93384650810882
1037,7006,2.73465600913503
1038,233,3.2274678111588
1039,57,3.0
1040,152,3.39144736842105
1041,5625,4.05804444444444
1042,8327,3.45004203194428
1043,1211,3.01899256812552
1044,506,3.33498023715415
1045,46,3.14130434782609
1046,1287,3.98562548562549
1047,8522,3.43311429241962
1049,5039,3.40513990871205
1050,1737,3.76856649395509
1051,1352,3.57100591715976
1052,48,3.375
1053,212,3.03537735849057
1054,785,3.49426751592357
1055,330,2.72121212121212
1056,723,3.4612724757953
1057,3308,3.44226118500605
1058,135,3.2962962962963
1059,10195,3.58381559588033
1060,9846,3.85831809872029
1061,8740,3.63586956521739
1062,66,3.06060606060606
1063,155,3.35483870967742
1064,2954,3.06838185511171
1065,16,2.96875
1066,1415,3.98833922261484
1067,142,3.42957746478873
1068,333,3.66966966966967
1069,764,3.94960732984293
1070,57,3.07017543859649
1071,57,3.28070175438596
1073,28335,3.70993470972296
1075,126,3.46031746031746
1076,428,3.82827102803738
1077,6853,3.86779512622209
1078,3590,3.74025069637883
1079,19674,3.84962386906577
1080,20557,3.98112565062996
1081,3925,3.51541401273885
1082,1848,3.64285714285714
1083,1543,3.46079066753078
1084,9533,3.88644707856918
1085,1285,3.66147859922179
1086,5581,4.04380935316252
1087,276,3.40398550724638
1088,11013,3.20920730046309
1089,27635,4.08936131717025
1090,15808,3.91997722672065
1091,5148,2.77612665112665
1092,10998,3.3413347881433
1093,7681,3.35425074860044
1094,12348,3.65751538710722
1095,6090,3.86330049261084
1096,3681,3.92556370551481
1097,32685,3.75491815817653
1098,135,3.07407407407407
1099,2164,3.84172828096118
1100,5342,2.84097716211157
1101,20338,3.41415085062445
1102,80,2.59375
1103,5951,3.81204839522769
1104,6372,4.00816070307596
1105,922,2.33459869848156
1106,38,2
1107,83,2.43373493975904
1109,13,2.96153846153846
1110,29,2.53448275862069
1111,1764,3.96655328798186
1112,386,3.4080310880829
1113,1046,3.19216061185468
1114,486,3.22633744855967
1115,39,2.98717948717949
1116,167,3.38023952095808
1117,222,3.64864864864865
1118,32,3.09375
1119,180,3.15833333333333
1120,9028,3.57194284448383
1121,114,2.84649122807018
1122,17,2.97058823529412
1123,207,3.60144927536232
1124,4636,3.6875539257981
1125,5267,3.63689007024872
1126,3122,2.63004484304933
1127,17508,3.65809915467215
1128,1690,2.99556213017751
1129,8891,3.37723540659093
1130,1944,3.20884773662551
1131,3247,4.13905143209116
1132,3060,4.08251633986928
1133,106,3.60849056603774
1134,57,3.15789473684211
1135,3969,3.09372637944067
1136,33024,4.1741460755814
1137,68,3.23529411764706
1138,52,3.43269230769231
1139,25,3.16
1140,32,3.515625
1141,5,2.3
